year,MI_PRINX,offense_id,rpt_date,occur_date,occur_time,poss_date,poss_time,beat,apt_office_prefix,apt_office_num,location,MinOfucr,MinOfibr_code,dispo_code,MaxOfnum_victims,Shift,Avg Day,loc_type,UC2 Literal,neighborhood,npu,x,y
2016,4391423,161991371,07/17/2016,07/17/2016,13:00:00,07/17/2016,14:52:00,412,,,2288 FAIRBURN RD SW,0640,2305,,5,Day,Sun,18,LARCENY-FROM VEHICLE,Ben Hill Acres,P,-84.510959999999997,33.692549999999997
2016,4391424,161991392,07/17/2016,07/17/2016,15:09:00,07/17/2016,15:32:00,603,,,486 PARKWAY DR NE,0430,1315,,1,Eve,Sun,13,AGG ASSAULT,Old Fourth Ward,M,-84.37321,33.767629999999997
2016,4391425,161991417,07/17/2016,07/17/2016,04:30:00,07/17/2016,14:00:00,105,,,953 HARWELL ST NW,0710,2404,,1,Day,Sun,20,AUTO THEFT,Washington Park,K,-84.418790000000001,33.755740000000003
2016,4391426,161991422,07/17/2016,07/16/2016,23:08:00,07/17/2016,15:26:00,508,,,210 PEACHTREE ST NW,0710,2404,,1,Unk,Sun,14,AUTO THEFT,Downtown,M,-84.388369999999995,33.759430000000002
2016,4391427,161991455,07/17/2016,07/17/2016,15:00:00,07/17/2016,15:43:00,101,,,870 MARTIN L KING JR DR SW,0640,2305,10,1,Eve,Sun,18,LARCENY-FROM VEHICLE,Atlanta University Center,T,-84.416110000000003,33.754550000000002
2016,4391428,161991519,07/17/2016,07/17/2016,14:15:00,07/17/2016,15:45:00,504,,,907 MARIETTA ST NW,0640,2305,,2,Eve,Sun,18,LARCENY-FROM VEHICLE,Marietta Street Artery,E,-84.407910000000001,33.777140000000003
2016,4391429,161991549,07/17/2016,07/17/2016,16:26:00,07/17/2016,17:00:00,309,,,2685 METROPOLITAN PKWY SW,0630,2303,,1,Eve,Sun,12,LARCENY-NON VEHICLE,Perkerson,X,-84.409019999999998,33.682740000000003
2016,4391430,161991583,07/17/2016,07/16/2016,21:00:00,07/17/2016,13:00:00,610,,12,241 MAYNARD TER SE,0640,2305,,1,Unk,Sun,26,LARCENY-FROM VEHICLE,Kirkwood,O,-84.333920000000006,33.745480000000001
2016,4391431,161991603,07/17/2016,07/17/2016,16:40:00,07/17/2016,16:40:00,508,,,18 BAKER ST,0640,2305,,1,Eve,Sun,18,LARCENY-FROM VEHICLE,Downtown,M,-84.388220000000004,33.762169999999998
2016,4391432,161991615,07/17/2016,07/17/2016,15:30:00,07/17/2016,16:45:00,202,,,135 W WIEUCA RD NW,0640,2305,,1,Eve,Sun,,LARCENY-FROM VEHICLE,Chastain Park,A,-84.392020000000002,33.875889999999998
2016,4391433,161991634,07/17/2016,07/17/2016,10:30:00,07/17/2016,11:00:00,410,,,2770 CAMPBELLTON RD SW,0710,2404A,,1,Day,Sun,18,AUTO THEFT,Campbellton Road,R,-84.479050000000001,33.700270000000003
2016,4391434,161991665,07/17/2016,07/17/2016,17:00:00,07/17/2016,17:10:00,410,,,2178 CAMPBELLTON RD SW,0630,2303,10,1,Eve,Sun,12,LARCENY-NON VEHICLE,Campbellton Road,R,-84.459469999999996,33.70514
2016,4391435,161991666,07/17/2016,07/17/2016,15:00:00,07/17/2016,17:00:00,512,,,133 TRINITY AVE SW @CITY PLAZA,0640,2305,,1,Eve,Sun,20,LARCENY-FROM VEHICLE,Downtown,M,-84.392150000000001,33.748989999999999
2016,4391436,161991678,07/17/2016,07/17/2016,10:00:00,07/17/2016,17:16:00,310,,,296 TONAWANDA DR SE,0511,2202,,1,Day,Sun,20,BURGLARY-RESIDENCE,Browns Mill Park,Z,-84.38476,33.684750000000001
2016,4391437,161991699,07/17/2016,07/17/2016,17:20:00,07/17/2016,17:28:00,211,,,2333 PEACHTREE RD NE,0630,2303,10,1,Eve,Sun,12,LARCENY-NON VEHICLE,Peachtree Hills,B,-84.388649999999998,33.818640000000002
2016,4391438,161991767,07/17/2016,07/17/2016,16:00:00,07/17/2016,18:02:00,411,,,2975 HEADLAND DR SW @BIG LOTS - HEADLAND,0640,2305,,1,Eve,Sun,18,LARCENY-FROM VEHICLE,Greenbriar,R,-84.487200000000001,33.691679999999998
2016,4391439,161991816,07/17/2016,07/17/2016,18:25:00,07/17/2016,18:30:00,212,,,I-85 NB EXPY NE / BUFORD HIGHWAY CONN NE,0640,2305,,2,Eve,Sun,13,LARCENY-FROM VEHICLE,Lindridge/Martin Manor,F,-84.357929999999996,33.822479999999999
2016,4391440,161991825,07/17/2016,07/17/2016,18:00:00,07/17/2016,18:30:00,312,,61,85 MOUNT ZION RD SW,0710,2404A,,1,Eve,Sun,26,AUTO THEFT,Glenrose Heights,Z,-84.391530000000003,33.672910000000002
2016,4391441,161991834,07/17/2016,07/17/2016,09:00:00,07/17/2016,16:00:00,508,,,135 ANDREW YOUNG INTERNA BLVD NW,0640,2305,,2,Day,Sun,18,LARCENY-FROM VEHICLE,Downtown,M,-84.391779999999997,33.760019999999997
2016,4391442,161991912,07/17/2016,07/17/2016,16:30:00,07/17/2016,19:00:00,502,,,253 15TH ST NE,0640,2305,,1,Eve,Sun,13,LARCENY-FROM VEHICLE,Ansley Park,E,-84.378720000000001,33.788209999999999
2016,4391443,161991933,07/17/2016,07/17/2016,14:47:00,07/17/2016,19:16:00,210,,,3393 PEACHTREE RD NE @LENOX MALL,0640,2305,,1,Eve,Sun,,LARCENY-FROM VEHICLE,Lenox,B,-84.362120000000004,33.846760000000003
2016,4391444,161991993,07/17/2016,07/17/2016,15:35:00,07/17/2016,19:30:00,501,,,930 HOWELL MILL RD NW,0640,2305,,1,Eve,Sun,13,LARCENY-FROM VEHICLE,Home Park,E,-84.410629999999998,33.779870000000003
2016,4391445,161992088,07/17/2016,07/17/2016,20:42:00,07/17/2016,20:42:00,411,,,2975 HEADLAND DR SW @BIG LOTS - HEADLAND,0630,2303,,1,Eve,Sun,99,LARCENY-NON VEHICLE,Greenbriar,R,-84.487200000000001,33.691679999999998
2016,4391446,161992112,07/17/2016,07/16/2016,18:00:00,07/17/2016,20:56:00,311,,,2745 OLD HAPEVILLE RD SW,0710,2404A,,1,Unk,Sun,26,AUTO THEFT,Glenrose Heights,Z,-84.393659999999997,33.679879999999997
2016,4391447,161992152,07/17/2016,07/17/2016,21:00:00,07/17/2016,21:18:00,404,,,594 WILLARD AVE SW,0511,2202,10,2,Eve,Sun,20,BURGLARY-RESIDENCE,Westview,T,-84.43683,33.739049999999999
2016,4391448,161992176,07/17/2016,07/17/2016,21:20:00,07/17/2016,21:33:00,407,,,400 FAIRBURN RD SW @FAIRBURN TOWNHOUSES,0331,1205,,1,Eve,Sun,,ROBBERY-PEDESTRIAN,Fairburn Mays,H,-84.509230000000002,33.742139999999999
2016,4391449,161992224,07/17/2016,07/17/2016,22:09:00,07/17/2016,22:15:00,112,,,2881 PEEK RD NW,0410,1314,,5,Eve,Sun,20,AGG ASSAULT,Collier Heights,I,-84.480919999999998,33.775880000000001
2016,4391450,162000031,07/18/2016,07/17/2016,22:00:00,07/17/2016,22:00:00,508,,,285 CENTENNIAL OLYMPIC P DR NW,0710,2404,,1,Eve,Sun,13,AUTO THEFT,Downtown,M,-84.391459999999995,33.762599999999999
2016,4391451,162000051,07/18/2016,07/17/2016,17:45:00,07/18/2016,00:00:00,102,,1214,786 MAGNOLIA WAY NW,0710,2404,,1,Eve,Sun,13,AUTO THEFT,Vine City,L,-84.413809999999998,33.758049999999997
2016,4391452,162000107,07/18/2016,07/18/2016,04:50:00,07/18/2016,05:00:00,611,,,2692 KNOX ST NE,0640,2305,,1,Morn,Mon,20,LARCENY-FROM VEHICLE,East Lake,O,-84.298829999999995,33.752809999999997
2016,4391453,162000146,07/18/2016,07/17/2016,22:00:00,07/18/2016,01:15:00,310,,,2437 OLD HAPEVILLE RD SW,0311,1212,,1,Morn,Sun,13,ROBBERY-PEDESTRIAN,Browns Mill Park,Z,-84.390439999999998,33.688400000000001
2016,4391454,162000258,07/18/2016,07/18/2016,02:27:00,07/18/2016,02:27:00,504,,,156 MILLS ST NW,0430,1315,10,1,Morn,Mon,20,AGG ASSAULT,Downtown,M,-84.392520000000005,33.765219999999999
2016,4391455,162000272,07/18/2016,07/18/2016,02:30:00,07/18/2016,02:35:00,211,,,3141 PIEDMONT RD NE,0512,2203,,1,Morn,Mon,24,BURGLARY-NONRES,Peachtree Park,B,-84.370469999999997,33.842799999999997
2016,4391456,162000278,07/18/2016,07/18/2016,02:00:00,07/18/2016,02:37:00,505,,1801,860 PEACHTREE ST NE,0670,2308,20,1,Morn,Mon,26,LARCENY-NON VEHICLE,Midtown,E,-84.384450000000001,33.778129999999997
2016,4391457,162000288,07/18/2016,07/18/2016,02:35:00,07/18/2016,02:50:00,211,,,2 PARK CIR NE,0720,2424,,1,Morn,Mon,20,AUTO THEFT,Peachtree Park,B,-84.367220000000003,33.844369999999998
2016,4391458,162000318,07/18/2016,07/18/2016,03:00:00,07/18/2016,03:00:00,411,,,3030 HEADLAND DR SW,0512,2203,,1,Morn,Mon,9,BURGLARY-NONRES,Greenbriar,R,-84.48742,33.688409999999998
2016,4391459,162000319,07/18/2016,07/18/2016,01:00:00,07/18/2016,03:30:00,111,,,3337 MARTIN L KING JR DR NW @CASCADE SKATING CEN,0420,1315K,,1,Morn,Mon,18,AGG ASSAULT,Adamsville,H,-84.497429999999994,33.754550000000002
2016,4391460,162000363,07/18/2016,07/18/2016,01:30:00,07/18/2016,02:24:00,411,E,E-83,3000 CONTINENTAL COLONY PKWY SW,0315,1207,,1,Morn,Mon,26,ROBBERY-RESIDENCE,Greenbriar,R,-84.493700000000004,33.680770000000003
2016,4391461,162000365,07/18/2016,07/18/2016,03:30:00,07/18/2016,03:41:00,501,,,1014 CURRAN ST NW,0311,1204,,1,Morn,Mon,13,ROBBERY-PEDESTRIAN,Home Park,E,-84.406270000000006,33.782380000000003
2016,4391462,162000439,07/18/2016,07/18/2016,04:00:00,07/18/2016,05:00:00,301,,,822 BROOKLINE ST SW,0511,2202,,3,Morn,Mon,20,BURGLARY-RESIDENCE,Adair Park,V,-84.414640000000006,33.727150000000002
2016,4391463,162000444,07/18/2016,07/18/2016,02:00:00,07/18/2016,05:00:00,306,,2102,1150 ASTOR AVE SW,0720,2424,,1,Morn,Mon,26,AUTO THEFT,Sylvan Hills,X,-84.426779999999994,33.701369999999997
2016,4391464,162000456,07/18/2016,07/18/2016,05:09:00,07/18/2016,05:09:00,409,,A,2905 CAMPBELLTON RD SW,0512,2203,,1,Morn,Mon,19,BURGLARY-NONRES,Southwest,R,-84.482560000000007,33.698749999999997
2016,4391465,162000503,07/18/2016,07/16/2016,12:00:00,07/18/2016,05:45:00,209,,,3833 ROSWELL RD NE,0512,2203,,1,Unk,Unk,24,BURGLARY-NONRES,North Buckhead,B,-84.380099999999999,33.858980000000003
2016,4391466,162000520,07/18/2016,07/18/2016,00:00:00,07/18/2016,06:00:00,406,,,2119 BOLLINGBROOK DR SW,0640,2305,,1,Morn,Mon,20,LARCENY-FROM VEHICLE,Beecher Hills,I,-84.458449999999999,33.735570000000003
2016,4391467,162000543,07/18/2016,07/18/2016,07:00:00,07/18/2016,07:02:00,414,,,3677 LARGO LN SW,0710,2404,,1,Day,Mon,20,AUTO THEFT,Tampa Park,P,-84.508949999999999,33.679900000000004
2016,4391468,162000625,07/18/2016,07/18/2016,07:15:00,07/18/2016,07:30:00,609,,,79 VANNOY ST SE,0690,2310,,1,Day,Mon,20,LARCENY-NON VEHICLE,Edgewood,O,-84.346630000000005,33.751309999999997
2016,4391469,162000685,07/18/2016,07/15/2016,18:00:00,07/17/2016,23:00:00,612,,,448 E SIDE AVE SE,0511,2202,,1,Unk,Unk,20,BURGLARY-RESIDENCE,East Atlanta,W,-84.339740000000006,33.741759999999999
2016,4391470,162000707,07/18/2016,07/18/2016,08:40:00,07/18/2016,08:50:00,204,,,1715 HOWELL MILL RD NW,0630,2303,,1,Day,Mon,8,LARCENY-NON VEHICLE,Underwood Hills,D,-84.415760000000006,33.801749999999998
2016,4391471,162000794,07/18/2016,07/16/2016,12:44:00,07/16/2016,13:45:00,403,,,1346 GRAYMONT DR SW,0690,2399,,1,Day,Sat,,LARCENY-NON VEHICLE,Venetian Hills,S,-84.436260000000004,33.717730000000003
2016,4391472,162000825,07/18/2016,07/16/2016,22:00:00,07/17/2016,06:00:00,409,,POOL,1620 DELOWE DR SW,0522,2205,,1,Morn,Sun,31,BURGLARY-NONRES,Adams Park,R,-84.462249999999997,33.711570000000002
2016,4391473,162000838,07/18/2016,07/18/2016,09:43:00,07/18/2016,11:35:00,307,,1201B,1754 RICHMOND CIR SE,0640,2305,,3,Day,Mon,18,LARCENY-FROM VEHICLE,Lakewood Heights,Y,-84.374499999999998,33.706980000000001
2016,4391474,162000860,07/18/2016,07/15/2016,12:00:00,07/18/2016,09:53:00,203,,,2610 FORREST AVE NW,0670,2308,10,1,Unk,Unk,20,LARCENY-NON VEHICLE,Riverside,D,-84.473070000000007,33.813290000000002
2016,4391475,162000865,07/18/2016,07/17/2016,20:00:00,07/18/2016,09:00:00,207,,,1760 NORTHSIDE DR,0640,2305,,1,Morn,Mon,18,LARCENY-FROM VEHICLE,Channing Valley,C,-84.407910000000001,33.804020000000001
2016,4391476,162000879,07/18/2016,07/18/2016,00:00:00,07/18/2016,08:00:00,101,,,876 MARTIN L KING JR DR SW,0512,2203,,1,Morn,Mon,99,BURGLARY-NONRES,Atlanta University Center,T,-84.416240000000002,33.754570000000001
2016,4391477,162000911,07/18/2016,07/18/2016,01:00:00,07/18/2016,06:30:00,105,,,1576 JOSEPH E BOONE BLVD NW,0512,2203,,1,Morn,Mon,7,BURGLARY-NONRES,West Lake,J,-84.439139999999995,33.763309999999997
2016,4391478,162000919,07/18/2016,07/17/2016,13:00:00,07/18/2016,01:00:00,605,,218,745 HANSELL ST SE,0710,2404,,1,Eve,Sun,18,AUTO THEFT,Grant Park,W,-84.364140000000006,33.740029999999997
2016,4391479,162000920,07/18/2016,07/18/2016,09:00:00,07/18/2016,10:00:00,312,Y,14,50 MOUNT ZION RD SW,0620,2302,,1,Day,Mon,26,LARCENY-NON VEHICLE,Glenrose Heights,Z,-84.39067,33.672730000000001
2016,4391480,162000923,07/18/2016,07/11/2016,23:00:00,07/18/2016,10:20:00,510,,,146 PEACHTREE CENTER AVE NE,0640,2305,,1,Unk,Unk,18,LARCENY-FROM VEHICLE,Downtown,M,-84.386179999999996,33.758600000000001
2016,4391481,162000934,07/18/2016,07/18/2016,10:30:00,07/18/2016,10:34:00,612,,,1376 NEWTON AVE SE,0511,2202,,1,Day,Mon,20,BURGLARY-RESIDENCE,East Atlanta,W,-84.342500000000001,33.738289999999999
2016,4391482,162000955,07/18/2016,07/18/2016,10:41:00,07/18/2016,10:41:00,506,,,650 PONCE DE LEON AVE NE @HOME DEPOT - PONCE,0630,2303,10,1,Day,Mon,24,LARCENY-NON VEHICLE,Midtown,E,-84.365610000000004,33.77469
2016,4391483,162000961,07/18/2016,07/17/2016,19:00:00,07/18/2016,08:00:00,605,,,745 HANSELL ST SE,0710,2404,,1,Morn,Mon,18,AUTO THEFT,Grant Park,W,-84.363339999999994,33.738810000000001
2016,4391484,162000987,07/18/2016,07/15/2016,22:00:00,07/16/2016,05:00:00,410,,125,1890 MYRTLE DR SW,0511,2202,,1,Morn,Sat,26,BURGLARY-RESIDENCE,Campbellton Road,R,-84.454880000000003,33.704050000000002
2016,4391485,162000989,07/18/2016,07/17/2016,18:30:00,07/18/2016,11:01:00,504,,,969 MARIETTA ST NW,0670,2308,,1,Unk,Mon,21,LARCENY-NON VEHICLE,Marietta Street Artery,E,-84.409310000000005,33.778759999999998
2016,4391486,162001024,07/18/2016,07/18/2016,04:00:00,07/18/2016,05:00:00,107,,B,440 WOODLAWN AVE NW,0710,2404,,1,Morn,Mon,20,AUTO THEFT,Grove Park,J,-84.436319999999995,33.76717
2016,4391487,162001044,07/18/2016,07/18/2016,11:00:00,07/18/2016,11:30:00,609,,,1261 CAROLINE ST NE,0640,2305,,1,Day,Mon,13,LARCENY-FROM VEHICLE,Edgewood,O,-84.346469999999997,33.757950000000001
2016,4391488,162001070,07/18/2016,07/18/2016,00:00:00,07/18/2016,11:00:00,310,,,245 BANBERRY DR SE,0710,2404,,1,Morn,Mon,,AUTO THEFT,Browns Mill Park,Z,-84.381720000000001,33.687910000000002
2016,4391489,162001107,07/18/2016,07/17/2016,08:00:00,07/18/2016,12:49:00,414,,2203,3725 PRINCETON LAKES PKWY SW,0511,2202,,1,Unk,Sun,26,BURGLARY-RESIDENCE,Princeton Lakes,P,-84.508769999999998,33.657769999999999
2016,4391490,162001117,07/18/2016,07/18/2016,10:30:00,07/18/2016,10:40:00,608,,,1932 DEKALB AVE NE,0640,2305,,1,Day,Mon,18,LARCENY-FROM VEHICLE,Lake Claire,N,-84.324169999999995,33.760539999999999
2016,4391491,162001160,07/18/2016,07/18/2016,02:00:00,07/18/2016,07:00:00,105,,,1144 JOSEPH E BOONE BLVD NW,0512,2203,,1,Morn,Mon,12,BURGLARY-NONRES,Hunter Hills,K,-84.42492,33.763280000000002
2016,4391492,162001190,07/18/2016,07/17/2016,23:00:00,07/18/2016,12:30:00,114,,,495 FAIRLANE CIR NW,0710,2404A,,1,Morn,Mon,20,AUTO THEFT,Fairburn Heights,H,-84.501180000000005,33.76829
2016,4391493,162001224,07/18/2016,07/18/2016,11:45:00,07/18/2016,12:45:00,203,,,1455 ELLSWORTH INDUSTRIAL BLVD NW,0640,2305,,1,Day,Mon,18,LARCENY-FROM VEHICLE,Blandtown,D,-84.425749999999994,33.795789999999997
2016,4391494,162001226,07/18/2016,07/18/2016,12:40:00,07/18/2016,12:50:00,508,,,210 PEACHTREE ST NW @Multiple,0650,2304,10,1,Day,Mon,18,LARCENY-FROM VEHICLE,Downtown,M,-84.388369999999995,33.759430000000002
2016,4391495,162001238,07/18/2016,07/18/2016,12:30:00,07/18/2016,12:50:00,311,,,2745 OLD HAPEVILLE RD SW @SUMMERDALE COMMONS,0341,1206,,1,Day,Mon,21,ROBBERY-PEDESTRIAN,Glenrose Heights,Z,-84.394199999999998,33.68009
2016,4391496,162001289,07/18/2016,07/18/2016,12:00:00,07/18/2016,13:12:00,504,,,826 MARIETTA ST NW,0640,2305,,1,Day,Mon,18,LARCENY-FROM VEHICLE,Marietta Street Artery,E,-84.406700000000001,33.774769999999997
2016,4391497,162001357,07/18/2016,07/17/2016,22:00:00,07/18/2016,13:40:00,113,APT,A-305,2591 ETHERIDGE DR NW,0640,2305,,1,Morn,Mon,26,LARCENY-FROM VEHICLE,Carey Park,G,-84.472920000000002,33.7881
2016,4391498,162001410,07/18/2016,07/17/2016,21:00:00,07/18/2016,14:13:00,507,,,222 PETERS ST SW,0710,2404,,1,Unk,Mon,,AUTO THEFT,Castleberry Hill,M,-84.400409999999994,33.748240000000003
2016,4391499,162001501,07/18/2016,07/18/2016,15:00:00,07/18/2016,15:03:00,203,,,2331 BOLTON RD NW,0640,2305,,1,Eve,Mon,23,LARCENY-FROM VEHICLE,Bolton,D,-84.461789999999993,33.819090000000003
2016,4391500,162001511,07/18/2016,07/18/2016,14:00:00,07/18/2016,15:06:00,203,,,1040 HUFF RD NW,0710,2404,,1,Day,Mon,18,AUTO THEFT,Blandtown,D,-84.421250000000001,33.789490000000001
2016,4391501,162001558,07/18/2016,07/18/2016,11:00:00,07/18/2016,15:00:00,501,,,349 14TH ST NW,0640,2305,,1,Day,Mon,18,LARCENY-FROM VEHICLE,Home Park,E,-84.39837,33.786369999999998
2016,4391502,162001563,07/18/2016,07/18/2016,06:20:00,07/18/2016,15:30:00,114,,,3662 CLOVIS CT NW,0511,2202,,1,Day,Mon,20,BURGLARY-RESIDENCE,Carroll Heights,H,-84.508390000000006,33.774799999999999
2016,4391503,162001565,07/18/2016,07/18/2016,13:15:00,07/18/2016,14:30:00,206,,,2900 PEACHTREE RD NW @PUBLIX - PEACHTREE,0321,1205K,,1,Day,Mon,12,ROBBERY-PEDESTRIAN,Peachtree Heights West,B,-84.384100000000004,33.83399
2016,4391504,162001578,07/18/2016,07/18/2016,15:42:00,07/18/2016,15:45:00,105,,,102 OLLIE ST NW @WASHINGTON PARK,0710,2404,,1,Eve,Mon,31,AUTO THEFT,Washington Park,K,-84.422870000000003,33.757989999999999
2016,4391505,162001668,07/18/2016,07/18/2016,08:00:00,07/18/2016,16:00:00,501,,,441 16TH ST NW @IKEA,0640,2305,,1,Day,Mon,18,LARCENY-FROM VEHICLE,Atlantic Station,E,-84.404679999999999,33.788739999999997
2016,4391506,162001677,07/18/2016,07/18/2016,16:00:00,07/18/2016,16:24:00,102,,,123 SUNSET AVE NW,0690,2399,,0,Eve,Mon,20,LARCENY-NON VEHICLE,Vine City,L,-84.409779999999998,33.757910000000003
2016,4391507,162001713,07/18/2016,07/18/2016,18:00:00,07/18/2016,18:01:00,306,,,1919 METROPOLITAN PKWY,0342,1203,,1,Eve,Mon,21,ROBBERY-COMMERCIAL,Sylvan Hills,X,-84.408479999999997,33.698160000000001
2016,4391508,162001714,07/18/2016,07/18/2016,15:30:00,07/18/2016,16:45:00,505,,,662 W PEACHTREE ST NE,0710,2404,,1,Eve,Mon,18,AUTO THEFT,Midtown,E,-84.387770000000003,33.772880000000001
2016,4391509,162001832,07/18/2016,07/18/2016,06:00:00,07/18/2016,08:30:00,611,,,2672 ARBOR AVE SE,0640,2305,,1,Day,Mon,20,LARCENY-FROM VEHICLE,East Lake,O,-84.299480000000003,33.750439999999998
2016,4391510,162001867,07/18/2016,07/18/2016,17:50:00,07/18/2016,17:50:00,106,,,1400 DONALD LEE HOLLOWELL PKWY NW,0640,2305,,1,Eve,Mon,18,LARCENY-FROM VEHICLE,Bankhead,K,-84.433589999999995,33.771250000000002
2016,4391511,162001894,07/18/2016,06/01/2016,18:03:00,07/18/2016,18:03:00,501,,1430,1000 NORTHSIDE DR NW,0660,2317,,1,Unk,Unk,18,LARCENY-NON VEHICLE,Home Park,E,-84.407579999999996,33.781939999999999
2016,4391512,162001919,08/01/2016,07/08/2016,17:00:00,07/11/2016,07:30:00,601,,2,834 BARNETT ST NE,0730,2434,,1,Unk,Unk,13,AUTO THEFT,Virginia Highland,F,-84.358810000000005,33.77731
2016,4391513,162001936,07/18/2016,07/18/2016,18:00:00,07/18/2016,18:25:00,410,,,1824 HONEYSUCKLE LN,0430,1315,10,1,Eve,Mon,26,AGG ASSAULT,Campbellton Road,R,-84.454099999999997,33.706270000000004
2016,4391514,162001967,07/18/2016,07/18/2016,13:30:00,07/18/2016,18:45:00,410,,B-001,1994 BENT CREEK WAY SW,0511,2202,,1,Eve,Mon,26,BURGLARY-RESIDENCE,Campbellton Road,R,-84.466309999999993,33.701099999999997
2016,4391515,162001980,07/18/2016,07/17/2016,01:20:00,07/17/2016,03:30:00,512,,,141 PRYOR ST SW @FULTON CO GOVT CNT,0640,2305,,2,Morn,Sun,13,LARCENY-FROM VEHICLE,Downtown,M,-84.391980000000004,33.751300000000001
2016,4391516,162001986,07/18/2016,07/18/2016,18:30:00,07/18/2016,18:45:00,602,,608,44 KROG ST NE,0531,2202A,,1,Eve,Mon,26,BURGLARY-RESIDENCE,Inman Park,N,-84.3643,33.755029999999998
2016,4391517,162002001,07/18/2016,07/18/2016,19:01:00,07/18/2016,19:15:00,109,,,2473 DONALD LEE HOLLOWELL PKWY NW,0311,1204,,1,Eve,Mon,,ROBBERY-PEDESTRIAN,Center Hill,J,-84.466250000000002,33.776589999999999
2016,4391518,162002014,07/18/2016,07/18/2016,18:15:00,07/18/2016,19:06:00,504,,7106,950 MARIETTA ST NW,0511,2202,,2,Eve,Mon,26,BURGLARY-RESIDENCE,Marietta Street Artery,E,-84.408069999999995,33.776890000000002
2016,4391519,162002016,07/18/2016,07/18/2016,19:05:00,07/18/2016,19:09:00,204,,,2118 DEFOORS FERRY RD NW,0670,2308,,1,Eve,Mon,23,LARCENY-NON VEHICLE,Underwood Hills,D,-84.426320000000004,33.813479999999998
2016,4391520,162002029,07/18/2016,07/18/2016,19:05:00,07/18/2016,19:18:00,211,,,2525 PIEDMONT RD,0630,2303,10,1,Eve,Mon,,LARCENY-NON VEHICLE,Lindbergh/Morosgo,B,-84.365210000000005,33.823999999999998
2016,4391521,162002058,07/18/2016,07/18/2016,19:00:00,07/18/2016,19:36:00,602,,,674 N HIGHLAND AVE NE,0640,2305,,2,Eve,Mon,99,LARCENY-FROM VEHICLE,Poncey-Highland,N,-84.352630000000005,33.7729
2016,4391522,162002059,07/18/2016,07/18/2016,19:36:00,07/18/2016,19:36:00,203,,2411,1040 HUFF RD NW,0511,2202,,2,Eve,Mon,26,BURGLARY-RESIDENCE,Blandtown,D,-84.421250000000001,33.789490000000001
2016,4391523,162002060,07/18/2016,07/15/2016,08:00:00,07/18/2016,18:00:00,213,,,1905 WILDWOOD PL NE,0511,2202,,1,Unk,Unk,20,BURGLARY-RESIDENCE,Morningside/Lenox Park,F,-84.362300000000005,33.806750000000001
2016,4391524,162002103,07/18/2016,07/18/2016,20:02:00,07/18/2016,20:02:00,507,,,2 WALTON ST,0311,1204,10,2,Eve,Mon,,ROBBERY-PEDESTRIAN,Downtown,M,-84.389409999999998,33.754959999999997
2016,4391525,162002112,07/18/2016,07/18/2016,19:36:00,07/18/2016,19:50:00,208,,,3495 BUCKHEAD LOOP NE,0630,2303,,1,Eve,Mon,24,LARCENY-NON VEHICLE,North Buckhead,B,-84.364500000000007,33.852089999999997
2016,4391526,162002117,07/18/2016,07/18/2016,19:30:00,07/18/2016,20:15:00,601,,,718 PONCE DE LEON AVE NE,0640,2305,,2,Eve,Mon,18,LARCENY-FROM VEHICLE,Virginia Highland,F,-84.363460000000003,33.773989999999998
2016,4391527,162002159,07/18/2016,07/18/2016,20:45:00,07/18/2016,20:50:00,610,,,100 BRANHAM ST NE,0690,2399,,1,Eve,Mon,20,LARCENY-NON VEHICLE,Kirkwood,O,-84.318950000000001,33.7547
2016,4391528,162002182,07/18/2016,07/18/2016,20:55:00,07/18/2016,21:03:00,406,,,3724 CASCADE RD SW,0710,2404,,1,Eve,Mon,7,AUTO THEFT,,,-84.510230000000007,33.723799999999997
2016,4391529,162002199,07/18/2016,07/18/2016,21:00:00,07/18/2016,21:12:00,501,,,1090 NORTHSIDE DR NW,0220,1103A,,1,Eve,Mon,13,RAPE,Home Park,E,-84.407820000000001,33.784230000000001
2016,4391530,162002215,07/18/2016,07/18/2016,21:19:00,07/18/2016,21:26:00,110,,1700,1810 PERRY BLVD NW,0640,2305,,2,Eve,Mon,20,LARCENY-FROM VEHICLE,West Highlands,G,-84.446830000000006,33.793309999999998
2016,4391531,162002225,07/18/2016,07/18/2016,20:00:00,07/18/2016,21:30:00,603,,,400 MERRITTS AVE NE @CENTRAL PARK,0640,2305,,1,Eve,Mon,18,LARCENY-FROM VEHICLE,Old Fourth Ward,M,-84.374440000000007,33.769010000000002
2016,4391532,162002235,07/18/2016,07/18/2016,21:15:00,07/18/2016,21:30:00,204,,,1801 HOWELL MILL RD NW,0630,2303,,1,Eve,Mon,12,LARCENY-NON VEHICLE,Berkeley Park,D,-84.412779999999998,33.803879999999999
2016,4391533,162002292,07/18/2016,07/18/2016,21:45:00,07/18/2016,21:45:00,408,,,1868 CUMMINGS DR SW,0640,2305,,1,Eve,Mon,20,LARCENY-FROM VEHICLE,Venetian Hills,S,-84.448939999999993,33.716920000000002
2016,4391534,162002294,07/18/2016,07/18/2016,20:00:00,07/18/2016,20:00:00,208,,,3242 PEACHTREE RD NE,0640,2305,,1,Eve,Mon,18,LARCENY-FROM VEHICLE,Buckhead Forest,B,-84.373109999999997,33.844250000000002
